title,newspaper,url,published_at,plain_text,keyword,relevance_score,source
Coronavirus en Perú | Callao : roban donaciones para niños con VIH que cumplen cuarentena en albergue | Sociedad,larepublica.pe,https://larepublica.pe/sociedad/2020/04/14/coronavirus-en-peru-callao-roban-donaciones-para-ninos-con-vih-que-cumplen-cuarentena-en-albergue/,2020-04-15 03:45:00+00:00,"Callao: roban donaciones para niños con VIH que cumplen cuarentena en albergue
Las personas que llevaban alimentos para estos menores fueron asaltadas. Se llevaron cerca de la mitad de los productos.
- Clases suspendidas el martes 25 de noviembre, según Minedu: esta región tendrá día no laborable
- Municipalidades entregarán DNI electrónico gratis en estos distritos el 26 de noviembre: así puedes realizar el trámite
Quince niños con VIH se quedaron sin donaciones para enfrentar la cuarentena, pues delincuentes robaron cerca de la mitad de los productos que iban a entregarles. El acto delictivo ocurrió cuando personal del albergue “Un día de esperanza”, ubicada en la av. José Gálvez en Bellavista, Callao, se apersonó a la avícola a recoger los 50 pollos como donativo.
“Estábamos llevando un donativo de pollos, paramos en un semáforo y la gente se abalanzó. Una señora empezó, y subieron como 20 personas al carro. Hemos tenido que pasarnos la luz roja porque sino nos robaban todo”, contó Jorge Liébana, director del albergue.
Los representantes del local que funciona desde hace 19 años manifestaron que no denunciarán a los ladrones. Creen que estas personas les arrebataron los productos porque carecen de alimentos durante el estado de emergencia.
""En estos momentos de crisis donde la gente no tiene nada, entendemos que las personas tienen hambre. Ya Dios nos está bendiciendo, y los chicos, ahorita tienen algo de alimento. Lo dejamos allí sin hacer chilla de nada”, opinó.
Las donaciones para esta casa hogar disminuyeron tras la disposición de la emergencia nacional, por lo que Liébana pide apoyo a las empresas privadas y a las personas que deseen brindar comida y medicamentos.
Por el momento, confeccionan mascarillas de telas y las venden a 2 soles con 50 céntimos. Si desea solicitar estos productos puede comunicarse al 997433306 o realizar el depósito por la aplicación Yape al número 981155266.",Yape,10.0,GDELT
Coronavirus en Perú | Callao : roban donaciones para niños con VIH que cumplen cuarentena en albergue | Sociedad,larepublica.pe,https://larepublica.pe/sociedad/2020/04/14/coronavirus-en-peru-callao-roban-donaciones-para-ninos-con-vih-que-cumplen-cuarentena-en-albergue/,2020-04-15 03:30:00+00:00,"Callao: roban donaciones para niños con VIH que cumplen cuarentena en albergue
Las personas que llevaban alimentos para estos menores fueron asaltadas. Se llevaron cerca de la mitad de los productos.
- Clases suspendidas el martes 25 de noviembre, según Minedu: esta región tendrá día no laborable
- Municipalidades entregarán DNI electrónico gratis en estos distritos el 26 de noviembre: así puedes realizar el trámite
Quince niños con VIH se quedaron sin donaciones para enfrentar la cuarentena, pues delincuentes robaron cerca de la mitad de los productos que iban a entregarles. El acto delictivo ocurrió cuando personal del albergue “Un día de esperanza”, ubicada en la av. José Gálvez en Bellavista, Callao, se apersonó a la avícola a recoger los 50 pollos como donativo.
“Estábamos llevando un donativo de pollos, paramos en un semáforo y la gente se abalanzó. Una señora empezó, y subieron como 20 personas al carro. Hemos tenido que pasarnos la luz roja porque sino nos robaban todo”, contó Jorge Liébana, director del albergue.
Los representantes del local que funciona desde hace 19 años manifestaron que no denunciarán a los ladrones. Creen que estas personas les arrebataron los productos porque carecen de alimentos durante el estado de emergencia.
""En estos momentos de crisis donde la gente no tiene nada, entendemos que las personas tienen hambre. Ya Dios nos está bendiciendo, y los chicos, ahorita tienen algo de alimento. Lo dejamos allí sin hacer chilla de nada”, opinó.
Las donaciones para esta casa hogar disminuyeron tras la disposición de la emergencia nacional, por lo que Liébana pide apoyo a las empresas privadas y a las personas que deseen brindar comida y medicamentos.
Por el momento, confeccionan mascarillas de telas y las venden a 2 soles con 50 céntimos. Si desea solicitar estos productos puede comunicarse al 997433306 o realizar el depósito por la aplicación Yape al número 981155266.",Yape,10.0,GDELT
Natalie Vértiz realiza sorteo para recaudar fondos y así ayudar a la policía,elpopular.pe,https://elpopular.pe/espectaculos/2020/04/28/natalie-vertiz-realiza-sorteo-recaudar-fondos-asi-ayudar-policia-boca-todos-10683,2020-04-28 22:45:00+00:00,"Natalie Vértiz realiza sorteo para recaudar fondos y así ayudar a la policía
Natalie Vértiz busca con esta iniciativa recaudar fondos para comprar material biomédico y de protección.
Únete al canal de Whatsapp de El Popular- Melissa Lobatón DESENMASCARA a Jesús Barco y revela que entra a su cuarto a ESPALDAS de Melissa Klug: ""Mi mamá ya se durmió""
- Renato Rossini dedica EMOTIVO mensaje a Guillermo Rossini por su fallecimiento y revela su PARENTESCO: ""Hasta siempre...""
¡También quiere ayudar! Natalie Vértiz inició una campaña para recaudar fondos con el fin de ayudar a los policías y personal de salud que no cuenten con material necesario para seguir enfrentando al mortal coronavirus, que hasta el momento ha dejado cientos de muertos en todo el día.
La modelo se contactó con el programa 'En boca de todos' para contar que se unió a la ONG ""Misión Huascarán"". Esta institución busca comprar material biomédico y de protección para los médicos y policías nuestro país.
LEE MÁS: Yaco Eskenazi se une a Tik Tok y realiza difícil ejercicio junto a Natalie Vértiz [VIDEO]
""Quería contarle a todo el Perú que estoy haciendo un sorteo muy bonito, un sorteo con causa, junto con la organización 'Misión Huascarán', que es una ONG que siempre apoya a los más necesitados. Esta vez estamos tratando de recaudar fondos para adquirir material biomédico de protección para los policías y personal de salud"", señaló.
Asimismo, la exconductora de televisión aseguró que pese a que no puede salir de su casa para llevar ayuda personalmente, al menos busca hacerlo a través de sus redes sociales, donde cuenta con 2.9 millones de seguidores.
""La verdad es que quiero aportar desde donde yo puedo, de ayudar a los que más lo necesitan. No de repente podemos salir a la calle, pero si desde mi posición y de mi plataforma, apoyar a los que más lo necesitan"", añadió.
MIRA TAMBIÉN: Natalie Vértiz sobre Tik Tok: “Parece mentira pero realmente te diviertes” [VIDEO]
La donación es de diez soles. Puede ser vía Yape al número 989291465 (María García Salazar) o número de cuenta BCP 191-98282702-0-55 (Fernando Matos Donayre).
Natalie Vértiz y Yaco Eskenazi aseguran que la cuarentena los ha unido más
A pesar que parecía que la pareja había puesto fin a su relación, hoy en día se lucen más unidos que nunca. Natalie Vértiz ha aprovechado en publicar una imagen familiar y por su parte, Yaco ha compartido historias junto a su esposa.
“De verdad que esta situación ha sido como un regalo de Dios para nosotros porque definitivamente se había hecho una distancia entre Natalie y yo por sus constantes viajes. Ahora que pasamos los días enteros juntos, hemos reconectado como familia”, reveló el conductor.",Yape,10.0,GDELT
Coronavirus en Perú : Cerca de 35 mil personas y empresas han donado a la campaña # YoMeSumo en favor de las familias pobres,rpp.pe,https://rpp.pe/peru/actualidad/coronavirus-en-peru-cerca-de-35-mil-personas-y-empresas-han-donado-a-la-campana-yomesumo-en-favor-de-las-familias-pobres-noticia-1255292,2020-03-31 00:00:00+00:00,"Coronavirus en Perú: Cerca de 35 mil personas y empresas han donado a la campaña #YoMeSumo en favor de las familias pobres
Las familias más pobres son las más afectadas por el estado de emergencia a causa del coronavirus. | Fuente: Andina
La iniciativa del Banco de Crédito del Perú busca ayudar a casi 3 millones de familias en situación de pobreza y pobreza extrema del país . Quienes deseen colaborar tienen hasta el 15 de abril para donar a través de los canales digitales del .
El Banco de Crédito del Perú ( ) informó que la campaña #YoMeSumo ha logrado recaudar 121 millones 789 mil soles en favor de las casi 3 millones de familias en pobreza y pobreza extrema del país ante las medidas adoptadas por el Gobierno para frenar el avance del nuevo coronavirus . La entidad financiera precisó que hasta el momento cerca de 35 mil personas y empresas se han unido a esta iniciativa . El ha puesto a disposición todos sus canales digitales hasta el 15 de abril, para que aquellos que quieren ayudar (empresas o personas) lo puedan hacer desde sus domicilios y respetando el estado de emergencia . Recaudados los fondos, toda la donación se entregará a las familias que viven en situación de pobreza y pobreza extrema en el Perú . La entidad financiera no se beneficiará tributariamente del fondo y busca complementar y no duplicar los esfuerzos que realiza el Estado. El Banco de Crédito del Perú
indicó que todo el monto recaudado, su uso y entrega estarán sujetos a una auditoría de Price WaterHouse para garantizar una mayor transparencia en el proceso. Además, detalló que si, por alguna razón, esa ayuda no llegara a algunas familias, los fondos restantes serán entregados a la institución pública que más lo requiera para la compra de equipos u otros implementos necesarios para atender esta emergencia sanitaria.
1- Puedes donar a través de la Banca por Internet a la Cuenta Corriente en Soles 191- 2676242-0-46, Razón social: Emergencia Sanitaria Marzo 2020. 2- Si no eres cliente del BCP puedes hacer tu donación a través de una transferencia interbancaria en línea o diferida a Cuenta Corriente en Soles, Razón social: Emergencia Sanitaria Marzo 2020, CCI: 002- 191- 002676242046-56 3- Si no tienes Yape o cuenta en el BCP, puedes sumarte a través de la siguiente web de Culqi: http://yomesumo.culqi.com
Expertos advierten que el Reinfo perdió su función y se ha convertido en un incentivo para la minería ilegal
Nuevo atentado en Trujillo: investigan ataque con explosivos en predio donde se construye un edificio
Friaje en Perú: fenómeno golpeará varias regiones del país con lluvias, vientos fuertes y frío
""No se está haciendo nada"": Richard Arce alerta que el Perú atraviesa una espiral de violencia y denuncia la falta de acción del Gobierno
Loreto: banda delictiva asaltó recreo campestre de cantante Esaud Suárez y se llevó equipos de sonido valorizados en S/10 000
¡Atención! Actualmente hay 89 playas no saludables y solo 42 saludables en el Perú, según Digesa
""No está tan bien como se esperaba"": Miss Jamaica sigue en UCI tras caída en Miss Universo 2025
Cienciano vs Ayacucho FC en vivo: ¿a qué hora juegan y dónde ver la última fecha del Torneo Clausura 2025?
Los Chankas vs. Universitario: ¿a qué hora juegan y dónde ver HOY por la última fecha del Clausura?
Universitario vs Los Chankas en vivo: se enfrentan por la fecha 19 del Torneo Clausura 2025",Yape,10.0,GDELT
BCP dona 100 millones de soles a familias en situación de pobreza afectadas por el COVID - 19,ojo.pe,https://ojo.pe/actualidad/bcp-dona-100-millones-de-soles-a-familias-en-situacion-de-pobreza-afectadas-por-el-covid-19-web-ojo-noticia/,2020-03-23 22:15:00+00:00,"En medio del Estado de Emergencia que se vive en Perú a causa de la propagación de coronavirus, el Banco de Crédito BCP lanzó la iniciativa de recaudación de fondos #YoMeSumo, con una donación inmediata de 100 millones de soles para los afectados por el Covid-19.
Esta donación se destinará sobre todo para las 3 millones de familias en situación de pobreza y extrema pobreza, quienes son los más golpeados en este contexto.
“En una coyuntura en la que sólo podemos ser solidarios, queremos lanzar #YoMeSumo, una campaña de recaudación de fondos para apoyar a los que más lo necesitan. Este fondo será destinado a las personas más afectadas y busca contribuir con lo que sea necesario para afrontar esta crisis de la mejor manera. Por eso, el BCP está haciendo de inmediato una donación de 100 millones de soles”, señaló Gianfranco Ferrari, Gerente General del BCP.
#YoMeSumo
Gianfranco Ferrari invitó también a todos los peruanos y a las diversas empresas privadas de todos los sectores productivos para que se sumen a esta iniciativa. “No importa el monto, todo suma. Como ya sucedió muchas veces a lo largo de nuestra historia, demostremos una vez más que los peruanos, cuando nos unimos, somos capaces de lograr grandes cosas”, concluyó.
¿A quiénes se destina esta ayuda?
Los fondos de #YoMeSumo serán entregados a las 3 millones de familias peruanas en situación de pobreza y pobreza extrema que han sido identificados por el Ministerio de Desarrollo e Inclusión Social (MIDIS). Esto se efectuará mediante el mismo mecanismo de distribución del bono solidario de 380 soles del MIDIS, que se empezó a entregar desde esta mañana a través de agencias bancarias.
El BCP pondrá a disposición todos sus canales digitales (Banca por Internet, Banca Móvil, Yape), donde estará el botón de donación #YoMeSumo. Los clientes de otros bancos también pueden donar a través de las transferencias interbancarias en línea, la red de agencias y agentes del BCP a nivel nacional.",Yape,10.0,GDELT
Asppa promueve campaña para apoyar a albergues de animales durante estado de emergencia por coronavirus | Sociedad,larepublica.pe,https://larepublica.pe/sociedad/2020/03/30/asppa-promueve-campana-para-apoyar-a-albergues-de-animales-durante-estado-de-emergencia-por-coronavirus-atmp/,2020-03-30 23:30:00+00:00,"Promueven campaña para apoyar a albergues de animales durante estado de emergencia
La Asppa hizo un llamado a brindar ayuda a los animales indefensos durante el estado de emergencia por el coronavirus. Aquí conoce cómo puedes unirte al apoyo.
- El mejor colegio del Perú no es privado: es público y está en Chaclacayo, según ranking de la PUCP
- Afectados por el Anillo Vial en SJL denuncian agresiones y arbitrariedades en proceso de desalojo por parte del MTC
El Gobierno de Martín Vizcarra amplió el estado de emergencia hasta el 12 de abril por el coronavirus. Con ello, continúa el aislamiento social obligatorio, que en un primer momento era solo hasta el 31 de marzo.
En ese contexto, un sector de los seres vivos se está viendo realmente afectado: los animales que fueron rescatados de la calle por los minialbergues y hogares temporales. Las personas a cargo, en su mayoría, son adultos mayores de edad vulnerables a la pandemia y deben permanecer aislados en casa.
TE RECOMENDAMOS
CONGRESO ELIMINA EDUCACIÓN QUE PROTEGE DE 4BVS0S A MENORES | FUERTE Y CLARO CON MANUELA CAMACHO
Desde que se decretó el estado de emergencia muchos de estos lugares que acogen y protegen a los animales se sostienen con donaciones y venta de productos; sin embargo, con las medidas y restricciones declaradas por el Estado les dificulta continuar.
“Muchos de ellos están sobreviviendo con donaciones o con la venta de sus productos, pero ante las normas de seguridad implementadas por el Gobierno no les es fácil ahora autogenerarse y ya se les está acabando el alimento”, declaró a La República, Ángela Sánchez, presidenta de la Asociación Peruana de Protección a los Animales (Asppa).
Afiche de campaña en Facebook.
Ante ello, Asppa y Revista Tirando Pezuña, en marco de su convenio, promueven una campaña por facebook denominada “Colecta pública online por los animales"". Esto con el objetivo de proveer de alimentos a aproximadamente 10 minialbergues y hogares temporales en Lima que protegen a uno de los seres más vulnerables de la coyuntura: los animales.
En ese sentido, si estás interesado y quieres apoyar esta iniciativa, puedes realizar tu aporte voluntario desde hoy, el 30 de marzo, hasta el 5 de abril, a través de una de estas vías:
1) Cuenta bancaria BCP en soles 193-1592586025 a nombre de la Asppa.
2) Código interbancario CCI 002-193-00-1592586025-14 a nombre de la Asppa.
3) Cuenta YAPE BCP 975777060 con el nombre de la representante de la Directiva de la Asppa, Paola Cantella.
Una vez, que realices tu apoyo económico por los animales, debes escribir un correo a asppaperu@gmail.com , enviando una foto del comprobante, esto para registrar de manera confidencial tu nombre y apellido completos y el importe de tu donación enviada.
PUEDES VER Coronavirus en Perú EN VIVO, minuto a minuto: últimas noticias del COVID-19 hoy, lunes 30 de marzo
La campaña está dirigida al público en general, pero también a las empresas a fin de que puedan donar comida a los animales de los minialbergues y hogares temporales.
“Estamos pidiendo ayuda a las empresas privadas y público en general. Al termino de la cuarentena se estará enviando como siempre fotos de la entrega y a las personas donantes les entregaremos un presente por su colaboración”, dijo la presidenta de la Asppa, quien espera ayudar no solo a estos animalitos sino a más.",Yape,10.0,GDELT
La reinvención de bodegas y mercados en tiempos de coronavirus | Blogs,gestion.pe,https://gestion.pe/blog/gestiondeservicios/2020/03/la-reinvencion-de-bodegas-y-mercados-en-tiempos-de-coronavirus.html,2020-03-24 22:30:00+00:00,"La reinvención de bodegas y mercados en tiempos de coronavirus
El aislamiento social que la población peruana vive estos días obliga a todas las empresas a diseñar estrategias y acciones enfocadas en la continuidad de su negocio, que les permitan ofrecer servicios de abastecimiento a su mercado objetivo. Esta exigencia es mayor para las micro y pequeñas empresas (mypes) que reinvierten su capital de trabajo cada día para mantener sus operaciones.
En este artículo, analizaremos la forma en que la crisis actual, ocasionada por el COVID-19, es una gran oportunidad para mejorar el servicio de establecimientos como las bodegas o tiendas de mercados. Son negocios que habían perdido competitividad en el mercado durante los últimos años, a costa de los supermercados y las tiendas de conveniencia.
Análisis del entorno
Los supermercados aún ofrecen sus servicios en horarios restringidos, a fin de atender, sobre todo, a clientes que viven alrededor y que pueden movilizarse a pie. Si bien tienen establecido un servicio de entrega a domicilio, a través de sus plataformas web, está dirigido a usuarios de comercio electrónico, es decir, aquellos que realizan compras a través de empresas de delivery por aplicación, como Glovo o Rappi.
Las tiendas, bodegas y puestos de mercados, sin tener sitios web, recursos tecnológicos como los supermercados o un sistema formal de gestión de la relación con sus clientes (CRM), adoptan acciones creativas, propias del canal moderno, para atender a sus clientes. La relación cliente-casero siempre ha existido, pero en los últimos tiempos se le agregó el medio de pago y la personalización del servicio, para competir con el canal moderno. Así, los pequeños negocios han construido sus bases de datos.
Punto de quiebre
La coyuntura despertó la creatividad de las mypes para ofrecer listas de productos de primera necesidad, como frutas, verduras, abarrotes y carnes, entre otros, que comunican a sus clientes mediante mensajes por WhatsApp. Un servicio de entrega a domicilio en el horario y con el medio de pago que el cliente indique, ya sea efectivo, tarjeta de débito o crédito, mediante transferencia bancaria entre cuentas o aplicaciones como Yape o Plin.
Vale mencionar que estas mypes tienen autorización para seguir operando y movilizarse con salvoconductos. Al mismo tiempo, estos negocios toman en consideración las condiciones sanitarias, en la medida de lo posible (uso de mascarillas y guantes), y mantienen los precios del mercado.
Los clientes, por su lado, de manera empática y solidaria en estos tiempos difíciles, están dispuestos a preferir estos servicios y, sobre todo, contribuir a viralizar esa oferta, a través de sus redes sociales y grupos de WhatsApp. Son mensajes bien recibidos y hasta esperados, incluso por los consumidores modernos.
En este contexto, ¿cuán probable es que el consumidor regrese al canal tradicional cuando la distribución de alimentos y bebidas se normalice? Es alta, y puede que la emergencia se convierta en un punto de inflexión para muchos comercios pequeños, ya que el consumidor los considerará más competitivos y valorados por estar presentes en un momento de suma necesidad y sin aprovecharse de la situación. ¿Son eficientes las bodegas y los pequeños comercios de tu barrio? Déjanos tu opinión.",Yape,10.0,GDELT
Coronavirus en Perú : la solidaridad nos hace más fuertes,publimetro.pe,https://publimetro.pe/actualidad/nacional/coronavirus-en-peru-la-solidaridad-nos-hace-mas-fuertes-noticia/,2020-03-30 19:45:00+00:00,"Pasar varias semanas recluido en casa por el estado de emergencia a raíz del coronavirus en Perú es difícil para cualquier persona, sobre todo a nivel emocional. Sin embargo, también es una oportunidad para mostrar nuestra solidaridad y ayudar a quienes nos rodean. Aquí, te damos algunas ideas para estos días de confinamiento forzoso.
- Apoya campañas. Distintas organizaciones recaudan fondos y reciben donaciones para las personas en situación de vulnerabilidad. Juguete Pendiente, Ikigai, Proa, Me Uno, TECHO Perú, Asociación Casa Ronald y Soy Voluntario/a Perú se han unido para recibir donaciones a través de una cuenta corriente BCP en soles: 193-2411148-0- 29. Todo lo recaudado se destinará a la compra y distribución de alimentos e implementos de higiene en asentamientos humanos, albergues, asilos y comedores populares. Por su parte, la Fundación OLI tiene el objetivo de adquirir diez mil kits de protección biológica para el personal médico que atiende a los infectados con coronavirus. Puedes donar a su causa en la cuenta del BCP: 193-2029045-0-03 o desde YAPE al 955-436-831. Por su parte, el Banco de Alimentos continúa su labor de distribuir comida entre las personas más necesitadas. Puedes contribuir directamente con S/50 desde este enlace: bit.ly/BancoAlimentosCOVID o escribiendo a gchilquillo@bancodealimentosperu.org.
- Ayuda a tus vecinos. Los adultos mayores son la principal población de riesgo de esta enfermedad. Por ello, es recomendable que cumplan con el aislamiento de manera estricta. Puedes ayudar a tus vecinos o familiares adultos mayores y hacer sus compras cuando vayas a hacer las tuyas. También puedes hacer lo mismo por familias con niños pequeños que no tengan con quién dejar a sus hijos cuando se ven obligados a dejar su casa para comprar víveres. De otro lado, los adultos mayores suelen necesitar medicamentos con bastante frecuencia, sobre todo si padecen de enfermedades crónicas como hipertensión o diabetes. Puedes ofrecerte a ir a la farmacia por ellos.
- Arma canastas. Habrás notado que hay personal de seguridad o de limpieza aún trabajando en tu barrio. Los vecinos pueden organizarse para entregarles víveres. Podría ser en forma de una canasta, similar a las de Navidad, con alimentos como arroz, fideos, menestras o enlatados. También pueden donar elementos de seguridad como mascarillas o alcohol en gel para las personas que continúan su labor pese a estar expuestas al virus.
- Mantén el contacto. La carga emocional puede ser más pesada para las personas que viven solas. Si conoces a alguien que esté pasando la cuarentena solo o en una situación complicada, como una pareja de adultos mayores, puedes animarlos con una llamada. Una conversación y el contacto, así sea virtual, ayuda mucho para mejorar la situación emocional de una persona durante estos días.
- La solidaridad empieza en casa. Lo mejor que puedes hacer es cumplir tu parte de las tareas del hogar. El mantenimiento de una casa requiere distintas labores como la limpieza, el lavado de la ropa, sacar la basura y más. Es importante que la familia se divida estas obligaciones de manera equitativa. Cualquier actividad que implique salir de la casa, como realizar compras de víveres o medicinas o sacar al perro, debería ser llevada a cabo por los miembros jóvenes para evitar que los adultos mayores se expongan.
Cifra: 22.000 personas han aportado hasta el fin de semana a la campaña #YoMeSumo, iniciada por el BCP para apoyar a familias que viven en pobreza.
LEE TAMBIÉN
● Coronavirus en España: confirman fallecimiento de 11 peruanos
● Perú: los eventos teatrales y musicales para ver vía streaming
● Esto es lo que nunca debes hacer al momento de limpiar y desinfectar tu casa
● Tokio 2020 ya tiene fecha estimada para 2021
● Reportero huye en vivo tras avistar a una manada de bisontes",Yape,10.0,GDELT
Bomberos de Lima reciben toneladas de alimento para hacer frente al COVID - 19,publimetro.pe,https://publimetro.pe/actualidad/nacional/bomberos-de-lima-reciben-toneladas-de-alimento-para-hacer-frente-al-covid-19-noticia/,2020-03-28 02:30:00+00:00,"Como parte de la iniciativa #YoAyudoDesdeCasa y con el apoyo de la empresa Redondos y Mondelēz Perú, Banco de Alimentos Perú, donó 10 toneladas de pollo y 25 toneladas de galletas a las 64 dependencias de la Intendencia Nacional de Bomberos del Perú.
Al respecto, Daniela Osores, Gerente General de Banco de Alimentos Perú, indicó que el donativo tiene como misión que los heroicos hombres de rojo puedan seguir con su misión durante la lucha contra el COVID-19, ante la ampliación del Estado de Emergencia, y a la vez, puedan llevar sustento a los más necesitados de los conos norte y sur de Lima.
“Gracias a compañías como Redondos y Mondelēz Perú, podemos hacer posible el llevar ayuda a quienes más lo necesitan y continuar la labor de nuestra institución: aliviar el hambre de los más pobres y vulnerables del país”, sostuvo Osores.
Asimismo, la distribución de los donativos será de la siguiente manera, 5 toneladas de productos cárnicos serán entregadas para el consumo de los bomberos, las cuales están se encuentran compuestas de la siguiente manera: Comandancia Sur con 19 compañías, Comandancia Norte con 14 compañías, Comandancia Callao con 12 compañías y Comandancia Centro con 19 compañías.
De igual manera las otras 5 toneladas tienen como destino las poblaciones vulnerables, donde serán los mismos voluntarios quienes harán la entrega.
Mientras que las 25 toneladas de galletas, una parte es para la alimentación de los hombres de rojo y la otra será repartida entre comunidades necesitadas.
Larry Lynch Solis, Comandante General de los Bomberos, Brigadier General CBP, comentó que esta donación es solo una muestra de que solo unidos, el Perú podrá salir adelante e iniciativas como estas nos hacen más fuertes para enfrentar un enemigo en común: la pandemia.
“Estamos muy agradecido por el apoyo de Banco de Alimentos Perú y la empresa Redondos, con quienes estamos formando una cadena de ayuda para seguir ayudando. Nuestro trabajo nos da la satisfacción de salvar vidas y en momentos de crisis como el que atravesamos actualmente, nada nos detiene”, sostuvo el Comandante General de los Bomberos del Perú.
#YoAyudoDesdeCasa, es una iniciativa del Banco de Alimentos Perú, la cual busca recaudar donaciones para los más necesitados ante la escasez de productos de primera necesidad, limpieza e higiene personal y parte de su objetivo de seguir luchando por erradicar el hambre en el país y llegar zonas mucho más vulnerables.
Cada S/. 50 soles se podrá llevar alimento y productos de higiene y limpieza a entre 70 y 100 personas de escasos recursos.
Las empresas o personas interesadas a contribuir con esta iniciativa pueden realizarlo mediante el correo planeamiento@bancodealimentosperu.org, al teléfono 959187600, WhatsApp 959187600 y/o las redes sociales del Banco de Alimentos Perú.
Además, están disponibles las plataformas Yape, Lukita y las siguientes cuentas bancarias:
BCP - CTA CTE: 1942207681007 CCI: 00219400220768100790
LEE TAMBIÉN
● España reporta 769 muertos por coronavirus en un día y suma 4.858
● Sebastián Yatra y Ricky Martin estrenan video musical ‘Falta Amor’
● ¿Cómo los viajeros podemos ayudar a la industria del turismo?
● Barcelona hizo oficial la reducción de sueldos a sus jugadores",Yape,10.0,GDELT
El futuro es hoy | Blog | El Comercio Perú,elcomercio.pe,https://elcomercio.pe/blog/clictomano/2020/05/el-futuro-es-hoy/,2020-05-01 22:00:00+00:00,"El futuro es hoy
Llegó el momento. Tras años de evangelización y de reflexiones desde el púlpito de la futurología, la transformación digital llegó. Y mientras muchos piensan que ser digitales es simplemente utilizar plataformas para reemplazar la presencialidad, lo cierto es que estamos ante un cambio de consumo, interacción y relacionamiento.
No se trata de simplemente convertir los congresos de hace unos meses en webinars, no es solamente habilitar una cuenta de Yape para cobrar, ni dar conciertos por Youtube. Estamos ante un cambio de paradigma y de la compresión que la normalidad de febrero no regresará sino evolucionará. De aceptar que la experiencia presencial cómo la conocíamos ha terminado pero la digital, como la ofrecíamos, también.
En este escenario el problema no será solamente la implementación de las nuevas herramientas (o respuestas digitales) sino el planteamiento de las mismas. Los que hayan estado más inmersos en esta realidad -en los últimos años- tendrán la comodidad de un pez que pasa de una pecera pequeña a otra más grande. Los otros tendrán las complicaciones de tener que evangelizarse a ellos mismos y aquella incomodidad de ser pingüinos que, si bien tienen alas, los obligan a volar de un momento a otro.
¿Un ejemplo? Los ESports. El mundo ha parado pero los ESports siguen, crecen y tienen más conectividad que nunca por estos días. En este primer mes de aislamiento el consumo en la plataforma de gaming Twich ha crecido en 10% y YouTube Gaming 15%. El término ESports no es nuevo, su engagement tampoco, la inversión (frente a otros deportes) nunca fue mucha pero aún así nunca explotó en nuestro país como debía pese a los esfuerzos apasionado de visionarios como Luis Carrillo. Ante esta realidad es probable que muchas marcas quieran hoy desembarcar en este terreno con códigos del mundo offline. Lo harán y es harto dable que no entenderán por qué sus estrategias se disuelven ante el desconocimiento de los códigos.
Lo sucedido con el Covid le ha puesto nitro a la digitalización y a la muerte de jugadores que se preocuparon más en crecer en el corto plazo, pero no en invertir en el futuro. Esos mismos que hace unos meses veían de lejos las lápidas de Kodak y Blockbuster, en aquel cementerio donde yacen todos aquellos que no comprendieron el cambio de paradigma de la digitalización, pero que hoy comienzan a sentir el escalofrío de la mortalidad cercana.
Aquellas agencias que pensaban que hacer digital era hacer storytelling más largo aprovechando que youtube aguanta todo y es gratis (en teoría) se darán cuenta que la digitalización va más allá. Aquellos creativos que creían que digital era hacer un landing page lúdico, como un juego, para completar la experiencia off line se disolverán como el Hombre Araña ante el chasquido de Thanos. Esos que pensaron que lo digital era brandear el home de El Comercio por unas horas, habilitar un chat en la web, poner un pre-roll en Youtube y tener redes sociales, hoy se darán cuenta que se quedaron cortos.
Si en el último año una empresa (grande) no se preocupó en desarrollar una app, generar una experiencia digital, integrar sus canales de venta con respuestas digitales automáticas, crear canales de e-commerce (más allá de transferencias y constancias por whatsapp) o generó contenido exclusivo para su comunidad (ojo no posts) es harto probable que lo que venga le sea durísimo. Hoy lo descrito arriba se ha vuelto en lo higiénico y punto de inicio para el nuevo orden que se viene. ¿Se puede hacer aún? Claro, pero toma tiempo -no solamente dinero- y los competidores que ya lo tengan es harto probable que saquen una buena ventaja mientras tanto.
En este escenario es importante no ver lo digital como una herramienta sino como una forma de pensar, como un nuevo orden. Los que tengan esto más claro, más pronto, podrán sacar varios cuerpos de ventaja. El mañana ha llegado.",Yape,10.0,GDELT
